mA,V,time
580.5,4.464,1579039052.0987313
579.9,4.464,1579039052.163686
581.9,4.464,1579039052.2304602
579.3000000000001,4.464,1579039052.2961884
581.4,4.464,1579039052.3612285
580.9,4.464,1579039052.4271276
579.7,4.464,1579039052.4928946
582.0,4.464,1579039052.5589015
579.2,4.464,1579039052.6249743
580.8000000000001,4.464,1579039052.690096
581.2,4.464,1579039052.7560089
579.5,4.464,1579039052.8216667
582.4,4.464,1579039052.9374566
580.2,4.464,1579039052.9517617
581.2,4.464,1579039053.0174599
581.3000000000001,4.464,1579039053.083652
579.2,4.464,1579039053.1489103
581.8000000000001,4.464,1579039053.2151227
580.0,4.464,1579039053.2804148
580.5,4.464,1579039053.3461614
581.6,4.464,1579039053.4120424
579.0,4.464,1579039053.4779162
581.7,4.464,1579039053.5439212
580.7,4.464,1579039053.6119938
580.5,4.464,1579039053.6773686
582.1,4.464,1579039053.742681
579.0,4.464,1579039053.8084702
581.2,4.464,1579039053.873859
580.6,4.464,1579039053.9404764
580.1,4.464,1579039054.0060275
581.9,4.464,1579039054.0716684
579.4,4.464,1579039054.137355
580.9,4.464,1579039054.2028024
580.7,4.464,1579039054.2694626
579.4,4.464,1579039054.3351655
581.8000000000001,4.464,1579039054.4005682
579.6,4.464,1579039054.4660068
580.9,4.464,1579039054.531633
580.8000000000001,4.464,1579039054.5984778
579.2,4.464,1579039054.6639562
581.7,4.464,1579039054.729407
579.6,4.464,1579039054.7949407
580.6,4.464,1579039054.8610651
581.2,4.464,1579039054.9264064
579.2,4.464,1579039054.9926813
582.0,4.464,1579039055.058505
580.2,4.464,1579039055.1239061
580.2,4.464,1579039055.1905081
581.8000000000001,4.464,1579039055.256029
579.0,4.464,1579039055.3218896
581.2,4.464,1579039055.3874161
580.2,4.464,1579039055.452709
579.7,4.464,1579039055.5183423
581.9,4.464,1579039055.5840025
578.9,4.464,1579039055.6505508
581.1,4.464,1579039055.7161567
580.5,4.464,1579039055.781593
579.5,4.464,1579039055.8473518
582.0,4.464,1579039055.9139297
579.2,4.464,1579039055.9794178
580.6,4.464,1579039056.0449765
581.0,4.464,1579039056.1106987
579.1,4.464,1579039056.1760762
581.7,4.464,1579039056.242722
579.5,4.464,1579039056.3083375
580.4,4.464,1579039056.374076
581.0,4.464,1579039056.4394572
579.2,4.464,1579039056.504935
581.7,4.464,1579039056.5706882
579.6,4.464,1579039056.6373985
580.0,4.464,1579039056.702743
581.4,4.464,1579039056.7683654
578.7,4.464,1579039056.834059
581.4,4.464,1579039056.899558
580.0,4.464,1579039056.966003
579.7,4.464,1579039057.0316403
581.9,4.464,1579039057.0973537
579.4,4.464,1579039057.1626894
581.3000000000001,4.464,1579039057.2294142
580.5,4.464,1579039057.2949574
579.3000000000001,4.464,1579039057.3607662
581.6,4.464,1579039057.4261026
579.1,4.464,1579039057.491608
580.7,4.464,1579039057.5583184
580.6,4.464,1579039057.6238976
579.3000000000001,4.464,1579039057.6893945
581.8000000000001,4.464,1579039057.7549455
579.3000000000001,4.464,1579039057.8204865
580.5,4.464,1579039057.8862326
581.0,4.464,1579039057.952774
579.1,4.464,1579039058.018355
581.7,4.464,1579039058.0839932
579.8000000000001,4.464,1579039058.1494644
580.1,4.464,1579039058.2160647
581.2,4.464,1579039058.2815893
578.8000000000001,4.464,1579039058.347448
581.4,4.464,1579039058.4128385
579.8000000000001,4.464,1579039058.4783442
579.7,4.464,1579039058.5448816
581.8000000000001,4.464,1579039058.6106732
578.8000000000001,4.464,1579039058.6759899
581.1,4.464,1579039058.7416031
580.4,4.464,1579039058.8071077
579.8000000000001,4.464,1579039058.8727865
581.9,4.464,1579039058.9393883
579.0,4.464,1579039059.0049593
580.7,4.464,1579039059.0704877
580.4,4.464,1579039059.1360717
579.5,4.464,1579039059.2026901
581.6,4.464,1579039059.2684035
579.4,4.464,1579039059.3338501
580.6,4.464,1579039059.3994868
581.0,4.464,1579039059.4649086
578.9,4.464,1579039059.5315778
581.6,4.464,1579039059.597374
579.4,4.464,1579039059.6627395
580.2,4.464,1579039059.7283525
581.1,4.464,1579039059.793817
578.8000000000001,4.464,1579039059.8596346
581.6,4.464,1579039059.9260728
579.8000000000001,4.464,1579039059.991633
580.5,4.464,1579039060.0572329
581.3000000000001,4.464,1579039060.1228049
578.7,4.464,1579039060.1894324
581.6,4.464,1579039060.25501
580.0,4.464,1579039060.3205357
579.5,4.464,1579039060.3861892
581.5,4.464,1579039060.4516551
578.8000000000001,4.464,1579039060.5171657
580.8000000000001,4.464,1579039060.5838037
580.2,4.464,1579039060.6495419
579.4,4.464,1579039060.7149065
581.4,4.464,1579039060.780479
579.0,4.464,1579039060.8460221
580.9,4.464,1579039060.9118786
580.7,4.464,1579039060.9785056
579.0,4.464,1579039061.043839
581.9,4.464,1579039061.109846
579.5,4.464,1579039061.1751637
580.5,4.464,1579039061.241629
581.1,4.464,1579039061.3071575
578.7,4.464,1579039061.3729568
581.9,4.464,1579039061.4384155
579.7,4.464,1579039061.5038736
580.2,4.464,1579039061.5704992
581.2,4.464,1579039061.636218
578.6,4.464,1579039061.701632
581.3000000000001,4.464,1579039061.7670991
